Settlement,SocioeconomicCluster,PercentTechStudents,PercentTeachersMasters,PercentHighSchoolTeachersMasters,PercentRegionalAccommodations,PercentInstitutionalAccommodations,PersistenceRate,DropoutRate,PercentShakdQuestionnaires,PercentBagrutEligible,PercentBagrutEligibleRegular,PercentExcellentBagrut,PercentOutstandingBagrutRegular,Percent4UnitsEnglish,Percent4UnitsEnglishRegular,Percent5UnitsEnglish,Percent5UnitsEnglishRegular,Percent4UnitsMath,Percent4UnitsMathRegular,Percent5UnitsMath,Percent5UnitsMathRegular,AvgClassSizeHighSchool,Year,HighSchoolStudentsPerHighClass,TechClassRatio,GiftedClassRatio,StudentsPerResidentRatio,HighSchoolCoverageRatio,HilaStudentRatio,TeacherStudentRatio,StudentPerClass,StudentPerSchool,OutstandingToTotal,DropoutToPersistenceRatio,5UnitsIndex,DropoutRiskScore,SchoolExcellentScore,5UnitsIndexRegular,SchoolExcellentScoreRegular,4UnitsIndex,4UnitsIndexRegular,CrimeRate
חורפיש,4,0.601108033,0.382165605,0.458333333,0.18852459,0.475409836,0.9697,0.0,0.0,0.961,0.975,0.07,0.074,0.367,0.388,0.508,0.537,0.258,0.273,0.195,0.207,25.78571429,2020,26.571428571428573,0.21428571428571427,0.0,0.20634684147794993,0.3333333333333333,0.004332129963898917,0.11335740072202166,23.627118644067796,464.6666666666667,0.07284079084287202,0.0,0.35150000000000003,0.00430416068866571,0.2576666666666667,0.372,0.27266666666666667,0.3125,0.3305,0.01566500979063112
חיפה,7,0.482696841,0.476930211,0.539456662,0.27808408,0.266712612,0.8829,0.0046811,0.003141361,0.824,0.875,0.173,0.189,0.192,0.199,0.545,0.59,0.226,0.246,0.24,0.26,26.79090909,2020,20.496674057649667,0.07317073170731707,0.037694013303769404,0.1376478318002628,0.3779527559055118,0.0017290925916906143,0.10503628659100872,24.739472206625493,346.93700787401576,0.2099514563106796,0.005301959451806546,0.3925,0.006292502373981526,0.3193333333333333,0.425,0.3463333333333333,0.20900000000000002,0.2225,0.05138715699985533
חצור הגלילית,4,0.479944675,0.39453125,0.362068966,0.153846154,0.153846154,0.7445,0.00336984,0.005434783,0.498,0.487,0.068,0.067,0.106,0.108,0.246,0.251,0.106,0.108,0.106,0.113,23.21621622,2020,14.935483870967742,0.22580645161290322,0.0,0.1782679443138673,0.45454545454545453,0.0035496957403651115,0.12981744421906694,21.972350230414747,216.72727272727272,0.13654618473895583,0.004526312961719274,0.176,0.006306081610738255,0.13999999999999999,0.182,0.14366666666666666,0.106,0.108,0.04250024883049667
טבריה,4,0.697180043,0.369263607,0.408839779,0.256910569,0.182113821,0.8106,0.009070851,0.001883239,0.77,0.786,0.059,0.063,0.279,0.296,0.312,0.33,0.221,0.237,0.11,0.118,21.22881356,2020,16.936936936936938,0.10810810810810811,0.0,0.15904499184085788,0.42105263157894735,0.005496518871381458,0.1144497373885428,22.47643312101911,232.1578947368421,0.07662337662337662,0.011190292376017765,0.211,0.01417173515325323,0.16033333333333333,0.224,0.17033333333333334,0.25,0.26649999999999996,0.05766215547119987
טורעאן,3,0.559322034,0.387900356,0.515625,0.065656566,0.454545455,0.9522,0.001538462,0.059701493,0.729,0.726,0.101,0.096,0.402,0.401,0.236,0.234,0.186,0.188,0.106,0.102,30.9047619,2020,36.04761904761905,0.0,0.0,0.22895737170784686,0.14285714285714285,0.0002964719833975689,0.08330862733471688,26.433333333333334,453.14285714285717,0.1385459533607682,0.0016156920814954841,0.17099999999999999,0.0018537205119798234,0.14766666666666664,0.168,0.14400000000000002,0.29400000000000004,0.2945,0.06259706934971976
טייבה,3,0.370642912,0.459090909,0.481927711,0.377492877,0.448717949,0.9469,0.006742951,0.044052863,0.822,0.826,0.163,0.167,0.342,0.342,0.388,0.394,0.248,0.264,0.111,0.126,31.22619048,2020,30.6144578313253,0.0963855421686747,0.0,0.22758366887474563,0.23529411764705882,0.0015219252354228099,0.08370588794825454,26.76045627376426,621.0,0.19829683698296838,0.007121080367515049,0.2495,0.008258533078241925,0.22066666666666668,0.26,0.229,0.29500000000000004,0.30300000000000005,0.045914819643633205
טירה,4,0.413612565,0.397548161,0.507042254,0.069444444,0.375,0.9319,0.004214329,0.025906736,0.614,0.697,0.159,0.19,0.262,0.308,0.25,0.299,0.24,0.285,0.101,0.12,27.20754717,2020,23.49230769230769,0.12307692307692308,0.0,0.20460555310709563,0.4375,0.0008975049362771495,0.10249506372285047,22.44578313253012,349.3125,0.25895765472312704,0.0045222974568086705,0.1755,0.00510894342118447,0.17,0.2095,0.20299999999999999,0.251,0.2965,0.0702827134738508
טירת כרמל,5,0.400343643,0.394329897,0.463414634,0.159722222,0.1875,0.8836,0.007323027,0.014814815,0.754,0.786,0.018,0.021,0.275,0.297,0.365,0.407,0.204,0.228,0.078,0.09,24.0,2020,29.846153846153847,0.11538461538461539,0.0,0.1135565588161525,0.3333333333333333,0.0027609055770292656,0.10712313638873551,23.0561797752809,342.0,0.023872679045092837,0.008287717292892712,0.2215,0.010571889897985704,0.15366666666666667,0.2485,0.17266666666666666,0.2395,0.2625,0.029596911626612876
טמרה,2,0.467190388,0.43908046,0.481327801,0.203784571,0.381368268,0.9612,0.005105514,0.031518625,0.615,0.618,0.112,0.115,0.267,0.271,0.263,0.269,0.233,0.238,0.107,0.109,23.87777778,2020,21.91578947368421,0.1368421052631579,0.0,0.22145595983559074,0.42857142857142855,0.003861484803188839,0.10837070254110613,23.453257790368273,394.23809523809524,0.1821138211382114,0.005311604244694132,0.185,0.008849927576518903,0.16066666666666665,0.189,0.16433333333333333,0.25,0.2545,0.05000837193726628
יבנאל,3,0.452631579,0.277777778,0.0,0.1,0.0,0.475,0.034722222,0.0,0.533,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.2,0.0,0.0,16.0,2020,41.5,0.3333333333333333,0.0,0.24289953370072065,0.2857142857142857,0.007853403141361256,0.07853403141361257,21.468354430379748,121.14285714285714,0.0,0.0730994147368421,0.0,0.045335429547169806,0.0,0.0,0.0,0.0665,0.1,0.06516952884191986
יבנה,7,0.450321658,0.416442049,0.447916667,0.260969977,0.193995381,0.8236,0.005390836,0.004310345,0.927,0.926,0.082,0.083,0.247,0.241,0.553,0.559,0.234,0.237,0.125,0.126,24.21311475,2020,28.927272727272726,0.2,0.0,0.15700303161541793,0.2222222222222222,0.0008827099194527199,0.08187134502923976,25.99426111908178,335.51851851851853,0.08845738942826321,0.006545454103933949,0.339,0.006273935679876367,0.25333333333333335,0.3425,0.256,0.2405,0.239,0.030000711338739508
יפיע,3,0.61443299,0.454976303,0.448818898,0.063197026,0.289962825,0.8728,0.001779359,0.025125628,0.759,0.77,0.055,0.059,0.354,0.379,0.292,0.312,0.199,0.216,0.1,0.108,26.11111111,2020,25.414634146341463,0.07317073170731707,0.0,0.22867279471053056,0.3076923076923077,0.0023507287259050304,0.09920075223319229,23.964912280701753,315.2307692307692,0.07246376811594203,0.002038678964252979,0.196,0.004219573738897023,0.149,0.21,0.15966666666666665,0.27649999999999997,0.2975,0.02639058059277304
יקנעם עילית,7,0.743119266,0.498583569,0.537634409,0.329365079,0.198412698,0.9132,0.00084246,0.0,0.923,0.968,0.06,0.067,0.37,0.401,0.433,0.488,0.285,0.317,0.173,0.19,32.11538462,2020,39.63333333333333,0.1,0.03333333333333333,0.19385788839823365,0.125,0.0012424932698281218,0.07310002070822116,26.636363636363637,512.75,0.06500541711809317,0.0009225361366622864,0.303,0.002305161121404193,0.22199999999999998,0.33899999999999997,0.2483333333333333,0.3275,0.359,0.02291099646585693
ירוחם,3,0.813807531,0.407725322,0.509803922,0.159090909,0.416666667,0.6635,0.007035176,0.005747126,0.929,0.939,0.114,0.122,0.293,0.29,0.543,0.565,0.286,0.305,0.164,0.176,22.76190476,2020,22.61904761904762,0.14285714285714285,0.0,0.19309881622030056,0.42857142857142855,0.0026086956521739132,0.10130434782608695,23.956756756756757,316.57142857142856,0.12271259418729817,0.01060312886209495,0.35350000000000004,0.009742757227436822,0.27366666666666667,0.37049999999999994,0.2876666666666666,0.2895,0.2975,0.05810205908683975
ירושלים,2,0.217962652,0.313636364,0.337203677,0.167790666,0.241570003,0.9058,0.007584203,0.005016993,0.5053,0.5386,0.0895,0.1049,0.1275,0.1294,0.3034,0.3466,0.1461,0.1695,0.1065,0.1259,26.92943925,2020,20.647438855560683,0.030456852791878174,0.012459621596677434,0.19205516323954702,0.4666666666666667,0.0010025164174721397,0.08242912765882038,24.656055040522418,287.6707482993197,0.17712250148426678,0.00837293331861338,0.20495,0.008520647726113566,0.16646666666666665,0.23625000000000002,0.19246666666666667,0.1368,0.14945,0.0391958529546883
ירכא,3,0.655399061,0.309197652,0.379310345,0.301003344,0.056856187,0.9792,0.000887311,0.013888889,0.906,0.906,0.146,0.151,0.239,0.247,0.401,0.415,0.184,0.191,0.262,0.271,28.30769231,2020,20.454545454545453,0.06818181818181818,0.0,0.21827963489089042,0.42857142857142855,0.00027693159789531985,0.14151204652450844,21.45744680851064,288.14285714285717,0.16114790286975716,0.0009061591094771242,0.3315,0.0011352039102627664,0.26966666666666667,0.34299999999999997,0.27899999999999997,0.2115,0.219,0.04071175178782589
כאבול,2,0.388888889,0.403292181,0.629032258,0.084444444,0.262222222,0.9419,0.0,0.014285714,0.846,0.848,0.088,0.09,0.419,0.417,0.256,0.256,0.189,0.188,0.159,0.161,27.39130435,2020,31.82608695652174,0.08695652173913043,0.13043478260869565,0.23504619873561355,0.16666666666666666,0.002758620689655172,0.08379310344827587,25.447619047619046,445.3333333333333,0.10401891252955082,0.0,0.20750000000000002,0.0029940119760479044,0.16766666666666666,0.20850000000000002,0.169,0.304,0.3025,0.031514902925895545
כסיפה,1,0.612960761,0.291981846,0.318181818,0.056842105,0.056842105,0.9503,0.025686448,0.110526316,0.609,0.611,0.015,0.015,0.416,0.416,0.14,0.142,0.123,0.125,0.059,0.059,27.63934426,2020,18.015873015873016,0.19047619047619047,0.0,0.27089035982680537,0.36363636363636365,0.0,0.12144038214220099,25.833922261484098,664.6363636363636,0.024630541871921183,0.0270298305798169,0.0995,0.025686448,0.07133333333333335,0.10049999999999999,0.072,0.26949999999999996,0.27049999999999996,0.02271779908295123
כסרא-סמיע,3,0.467391304,0.460526316,0.533333333,0.129496403,0.100719424,0.9059,0.005665722,0.029411765,0.965,0.964,0.049,0.05,0.338,0.343,0.331,0.336,0.239,0.243,0.113,0.114,23.21052632,2020,20.130434782608695,0.13043478260869565,0.0,0.22610393837474232,0.3333333333333333,0.015355086372360844,0.10940499040307101,22.81111111111111,342.1666666666667,0.050777202072538864,0.006254246605585605,0.222,0.021252667932781296,0.16433333333333333,0.225,0.16666666666666666,0.2885,0.29300000000000004,0.014637319744117966
כפר ורדים,9,0.230958231,0.5,0.565656566,0.376237624,0.336633663,0.7836,0.001176471,0.0,0.832,0.95,0.198,0.257,0.214,0.198,0.588,0.743,0.29,0.366,0.198,0.257,29.0,2020,18.5,0.0,0.0,0.20724029380902415,0.5,0.0008438818565400844,0.16033755274261605,24.76271186440678,365.25,0.23798076923076925,0.001501366768759571,0.393,0.0018609336967830253,0.328,0.5,0.41900000000000004,0.252,0.28200000000000003,0.020855807263574253
כפר יאסיף,5,0.552117264,0.455882353,0.548387097,0.420212766,0.085106383,0.9052,0.0,0.0,0.812,0.824,0.199,0.203,0.325,0.326,0.398,0.406,0.277,0.283,0.12,0.123,26.69565217,2020,22.91304347826087,0.13043478260869565,0.0,0.1873179896665101,0.2,0.0,0.10230692076228685,26.242105263157896,498.6,0.24507389162561577,0.0,0.259,0.0,0.23900000000000002,0.2645,0.244,0.30100000000000005,0.3045,0.07667885318452954
כפר יונה,7,0.416953036,0.437172775,0.571428571,0.296747967,0.467479675,0.8442,0.000674309,0.0,0.85,0.886,0.065,0.069,0.192,0.203,0.477,0.504,0.2,0.211,0.196,0.207,30.71428571,2020,38.51724137931034,0.10344827586206896,0.0,0.17821849194530934,0.2,0.001139384732244588,0.07254082795290544,28.4251497005988,474.7,0.07647058823529412,0.0007987550343520494,0.3365,0.0019382651828523277,0.246,0.3555,0.26,0.196,0.20700000000000002,0.03280135823429542
כפר כנא,2,0.661941885,0.425454545,0.458598726,0.155405405,0.087837838,0.8945,0.009129641,0.014150943,0.685,0.714,0.079,0.083,0.343,0.358,0.217,0.225,0.182,0.191,0.084,0.086,27.72727273,2020,24.803571428571427,0.08928571428571429,0.0,0.22121515941447764,0.35714285714285715,0.0007251631617113851,0.09970993473531545,24.94273127753304,404.42857142857144,0.11532846715328467,0.010206418110676357,0.1505,0.009836105146944543,0.12666666666666668,0.1555,0.13133333333333333,0.2625,0.27449999999999997,0.04135556661689066
כפר מנדא,2,0.680250784,0.394174757,0.478571429,0.07751938,0.19379845,0.9755,0.011389522,0.042857143,0.865,0.865,0.089,0.088,0.407,0.407,0.193,0.194,0.153,0.153,0.074,0.075,28.72727273,2020,27.934782608695652,0.08695652173913043,0.0,0.2351561422066872,0.25,0.0019557989438685705,0.10072364560923137,25.64321608040201,425.25,0.10289017341040461,0.011675573552024601,0.1335,0.013349153589261219,0.11866666666666666,0.1345,0.119,0.27999999999999997,0.27999999999999997,0.04112140828016579
כפר סבא,8,0.280513919,0.475995316,0.590163934,0.356910569,0.205691057,0.8723,0.002511592,0.00234192,0.901,0.928,0.184,0.194,0.158,0.16,0.688,0.725,0.249,0.265,0.291,0.309,26.21472393,2020,22.452830188679247,0.0,0.1069182389937107,0.17365742453481048,0.3333333333333333,0.001784891754951635,0.09834177798249655,26.951079136690648,445.9761904761905,0.20421753607103219,0.002879275478619741,0.48949999999999994,0.004166602410549357,0.3876666666666666,0.517,0.4093333333333333,0.20350000000000001,0.21250000000000002,0.03257316160541967
כפר קאסם,3,0.574739282,0.447457627,0.467741935,0.112676056,0.714285714,0.9422,0.003872967,0.057591623,0.779,0.792,0.131,0.149,0.233,0.256,0.299,0.337,0.196,0.214,0.164,0.188,27.35483871,2020,23.08955223880597,0.16417910447761194,0.0,0.21802293425758637,0.3333333333333333,0.0010147133434804667,0.0997801454422459,24.85140562248996,515.6666666666666,0.1681643132220796,0.00411055720653789,0.23149999999999998,0.00484258561667744,0.19799999999999998,0.2625,0.22466666666666668,0.21450000000000002,0.235,0.0502274075538857
כפר קרע,4,0.602531646,0.415948276,0.481751825,0.601694915,0.042372881,0.8385,0.008578431,0.01183432,0.674,0.704,0.142,0.151,0.245,0.254,0.371,0.388,0.268,0.282,0.105,0.112,26.84090909,2020,21.74468085106383,0.1276595744680851,0.0,0.1944120505344995,0.42857142857142855,0.000999750062484379,0.11597100724818796,23.761658031088082,327.57142857142856,0.21068249258160235,0.01023068694096601,0.238,0.009450650799389445,0.206,0.25,0.217,0.2565,0.268,0.035567988810070936
כרמיאל,6,0.411562679,0.462227913,0.527950311,0.259340659,0.235164835,0.8428,0.003899721,0.0,0.836,0.909,0.069,0.072,0.23,0.25,0.463,0.507,0.24,0.263,0.164,0.185,22.34482759,2020,20.129411764705882,0.12941176470588237,0.058823529411764705,0.1529532614278377,0.5,0.005910006715916722,0.10490261920752182,23.262672811059907,315.5,0.08253588516746413,0.004627101328903655,0.3135,0.009710603197569995,0.23199999999999998,0.346,0.25466666666666665,0.235,0.2565,0.03280005072172792
לוד,3,0.448681997,0.386757426,0.453629032,0.277725118,0.252132701,0.8297,0.004780876,0.034586466,0.691,0.699,0.11,0.117,0.244,0.244,0.334,0.351,0.161,0.172,0.133,0.141,26.22560976,2020,23.680555555555557,0.09722222222222222,0.0,0.176030127513379,0.36363636363636365,0.0031902915050669336,0.10108845239584636,23.87153284671533,371.6363636363636,0.15918958031837918,0.005762174279860191,0.2335,0.007899760540117417,0.19233333333333336,0.246,0.20299999999999999,0.2025,0.208,0.06832960363674707
לקיה,1,0.67627907,0.292682927,0.420560748,0.072,0.152,0.9134,0.003524673,0.096774194,0.524,0.546,0.015,0.016,0.14,0.149,0.244,0.313,0.091,0.12,0.049,0.06,28.28947368,2020,26.105263157894736,0.21052631578947367,0.0,0.2526878786224963,0.2222222222222222,0.0,0.09740820734341253,26.384615384615383,571.6666666666666,0.02862595419847328,0.003858849354061747,0.1465,0.003524673,0.10266666666666667,0.1865,0.12966666666666668,0.1155,0.1345,0.03378926987695959
מבשרת ציון,8,0.235812133,0.483333333,0.583941606,0.355704698,0.238255034,0.8355,0.000953289,0.0,0.899,0.92,0.144,0.153,0.218,0.219,0.564,0.608,0.239,0.252,0.227,0.246,26.83783784,2020,24.21951219512195,0.07317073170731707,0.0,0.15847538785673243,0.2222222222222222,0.0009668842156151801,0.08701957940536621,27.041095890410958,438.6666666666667,0.16017797552836482,0.001140980251346499,0.39549999999999996,0.0019664602259371836,0.31166666666666665,0.427,0.3356666666666666,0.22849999999999998,0.2355,0.033978106485659354
מג'דל שמס,3,0.532544379,0.484716157,0.524590164,0.054054054,0.351351351,0.9427,0.007098492,0.048387097,0.926,0.926,0.087,0.087,0.275,0.275,0.497,0.497,0.403,0.403,0.289,0.289,26.68421053,2020,27.94736842105263,0.15789473684210525,0.0,0.20578549176680017,0.25,0.0,0.0990484429065744,25.943181818181817,570.75,0.09395248380129588,0.007529958629468547,0.393,0.007098492,0.291,0.393,0.291,0.339,0.339,0.017716879036481063
מגדל העמק,4,0.538909091,0.32300885,0.318777293,0.18556701,0.144329897,0.7376,0.013761468,0.008333333,0.584,0.61,0.051,0.055,0.191,0.201,0.265,0.283,0.133,0.141,0.095,0.102,23.3030303,2020,18.661016949152543,0.1864406779661017,0.0,0.16356629882641444,0.36,0.00642535874919683,0.14521310773184837,23.084188911704313,224.84,0.08732876712328767,0.018657087852494578,0.18,0.01909859662479986,0.13699999999999998,0.19249999999999998,0.14666666666666664,0.162,0.17099999999999999,0.042786473715298284
מודיעין עילית,1,0.321782178,0.04341534,0.031700288,0.030364372,0.060728745,0.6437,0.013961039,0.0,0.036,0.034,0.004,0.004,0.015,0.016,0.004,0.004,0.023,0.024,0.0,0.0,34.05319149,2020,36.16428571428571,0.0,0.0,0.2985391948426034,0.4642857142857143,0.00030630216708783217,0.0264568496822115,28.16074357572444,306.5833333333333,0.11111111111111112,0.021688735435762,0.002,0.014271682420184057,0.0026666666666666666,0.002,0.0026666666666666666,0.019,0.02,0.0093694515091895
מזכרת בתיה,8,0.066841415,0.53220339,0.625,0.309859155,0.370892019,0.9253,0.001855288,0.0,0.879,0.901,0.121,0.127,0.17,0.175,0.674,0.703,0.259,0.274,0.241,0.25,28.25925926,2020,33.111111111111114,0.1111111111111111,0.0,0.23953119277255525,0.2857142857142857,0.0007645259938837921,0.07517838939857288,28.223076923076924,524.1428571428571,0.13765642775881684,0.002005066464930293,0.4575,0.0026729494881439085,0.3453333333333333,0.4765,0.36000000000000004,0.21450000000000002,0.2245,0.016469540887701896
מיתר,8,0.357001972,0.41025641,0.5625,0.217054264,0.209302326,0.8037,0.000949668,0.0,0.863,0.867,0.13,0.133,0.107,0.109,0.71,0.711,0.168,0.172,0.328,0.336,31.6875,2020,37.1875,0.0,0.0,0.23055126223596084,0.25,0.00037243947858472997,0.07262569832402235,30.666666666666668,678.5,0.15063731170336037,0.0011816200074654722,0.519,0.0013181278378776714,0.38933333333333336,0.5235,0.3933333333333333,0.1375,0.14049999999999999,0.043573581803233764
מסעדה,2,0.539393939,0.448,0.6,0.086021505,0.225806452,0.9802,0.003030303,0.0,0.96,0.967,0.02,0.022,0.566,0.598,0.212,0.228,0.354,0.38,0.121,0.13,22.0,2020,14.333333333333334,0.0,0.0,0.22758952174957942,0.3333333333333333,0.0,0.13199577613516367,23.82608695652174,365.3333333333333,0.020833333333333336,0.0030915149969394,0.16649999999999998,0.003030303,0.11766666666666666,0.179,0.12666666666666668,0.45999999999999996,0.489,0.029723442750064617
מעיליא,7,0.848056537,0.565789474,0.658536585,0.263736264,0.32967033,0.9794,0.0,0.015873016,0.874,0.902,0.547,0.565,0.263,0.272,0.611,0.63,0.347,0.359,0.347,0.359,25.92307692,2020,14.090909090909092,0.0,0.0,0.17114914425427874,0.5,0.0,0.1357142857142857,24.612903225806452,381.5,0.6258581235697941,0.0,0.479,0.0,0.5016666666666666,0.4945,0.5179999999999999,0.305,0.3155,0.052727826882048155
מעלה אדומים,6,0.622327791,0.4137577,0.483783784,0.190163934,0.273770492,0.8362,0.001858304,0.008230453,0.946,0.952,0.12,0.136,0.322,0.319,0.482,0.537,0.244,0.272,0.173,0.194,25.36363636,2020,22.010752688172044,0.03225806451612903,0.0,0.22232824427480916,0.35,0.0020846106683016555,0.11943592887798897,23.489481065918653,418.7,0.12684989429175475,0.0022223200191341785,0.3275,0.003888397145450203,0.25833333333333336,0.36550000000000005,0.28900000000000003,0.28300000000000003,0.2955,0.02588971245334595
מעלה אפרים,5,0.0,0.432432432,0.466666667,0.206896552,0.310344828,0.5962,0.0,0.0,0.871,0.862,0.032,0.034,0.29,0.241,0.516,0.552,0.258,0.276,0.097,0.103,28.66666667,2020,8.2,0.0,0.0,0.1616519174041298,1.0,0.0072992700729927005,0.13503649635036497,20.384615384615383,265.0,0.03673938002296211,0.0,0.3065,0.007547169811320755,0.215,0.3275,0.22966666666666669,0.274,0.2585,0.05737109658678286
מעלה עירון,2,0.408983452,0.413043478,0.553191489,0.118081181,0.273062731,0.8012,0.004844291,0.037383178,0.631,0.63,0.091,0.093,0.277,0.281,0.266,0.27,0.153,0.156,0.051,0.052,26.4375,2020,31.125,0.21875,0.0,0.23499378150160372,0.2857142857142857,0.004735376044568245,0.08969359331476323,24.613138686131386,481.7142857142857,0.14421553090332803,0.006046294308537194,0.1585,0.009885809386714116,0.136,0.161,0.13833333333333334,0.21500000000000002,0.21850000000000003,0.022634134039467877
